Datetime,Open,High,Low,Close,Volume,Volume Ma,RSI_50,%K_60,%D_1,SMA_60,%K_240,SMA_240,%K_540,SMA_540,%K_1380,SMA_1380,%K_RSI_15,%D_RSI_1,%K_RSI_30,EMA_100,%K_above,%K_below,Within_5%,Price_Above_SMA,Price_Below_SMA,Buy,Sell,Entry_Ind,Exit_Ind
2024-02-01 00:00:00,2045.605,2046.3,2043.9,2044.56,20038,50572.3,,,,,,,,,,,,,,2037.3894115117425,0,0,0,0,0,0,0,0,0
2024-02-01 01:00:00,2044.473,2044.93,2042.0,2043.62,24059,50137.5,,,,,,,,,,,,,,2037.512789501609,0,0,0,0,0,0,0,0,0
2024-02-01 02:00:00,2043.61,2044.22,2040.8,2042.884,39709,50669.55,,,,,,,,,,,,,,2037.6191501055375,0,0,0,0,0,0,0,0,0
2024-02-01 03:00:00,2042.91,2042.91,2038.6,2041.97,58142,52025.9,,,,,,,,,,,,,,2037.705305548992,0,0,0,0,0,0,0,0,0
2024-02-01 04:00:00,2041.93,2042.83,2039.9,2041.013,43916,49964.7,,,,,,,,,,,,,,2037.770804449012,0,0,0,0,0,0,0,0,0
2024-02-01 05:00:00,2041.06,2041.21,2030.7,2031.813,48853,47399.15,,,,,,,,,,,,,,2037.652828123289,0,0,0,0,0,0,0,0,0
2024-02-01 06:00:00,2031.813,2034.48,2029.8,2033.384,53784,44643.5,,,,,,,,,,,,,,2037.5682968733229,0,0,0,0,0,0,0,0,0
2024-02-01 07:00:00,2033.366,2034.5,2030.0,2034.184,57634,43436.85,,,,,,,,,,,,,,2037.5012810936532,0,0,0,0,0,0,0,0,0
2024-02-01 08:00:00,2034.19,2042.2,2030.5,2040.006,95311,45811.2,,,,,,,,,,,,,,2037.5508794878383,0,0,0,0,0,0,0,0,0
2024-02-01 09:00:00,2040.015,2050.83,2039.925,2046.064,96584,48423.2,,,,,,,,,,,,,,2037.7194561316435,0,0,0,0,0,0,0,0,0
2024-02-01 10:00:00,2046.09,2052.98,2039.69,2051.86,112348,46716.45,,,,,,,,,,,,,,2037.9994669013138,0,0,0,0,0,0,0,0,0
2024-02-01 11:00:00,2051.873,2065.6,2051.685,2059.26,109005,46175.0,,,,,,,,,,,,,,2038.4204675567332,0,0,0,0,0,0,0,0,0
2024-02-01 12:00:00,2059.264,2062.4,2051.0,2054.434,87178,48906.6,,,,,,,,,,,,,,2038.7375672090752,0,0,0,0,0,0,0,0,0
2024-02-01 13:00:00,2054.364,2058.7,2052.0,2055.75,74966,52654.65,,,,,,,,,,,,,,2039.0744470663212,0,0,0,0,0,0,0,0,0
2024-02-01 14:00:00,2055.635,2058.12,2053.9,2054.71,46037,54349.6,,,,,,,,,,,,,,2039.384061975899,0,0,0,0,0,0,0,0,0
2024-02-01 15:00:00,2054.704,2055.73,2053.0,2055.495,31750,54937.2,,,,,,,,,,,,,,2039.7030904516237,0,0,0,0,0,0,0,0,0
2024-02-01 16:00:00,2055.53,2055.56,2053.4,2054.545,15049,54127.8,,,,,,,,,,,,,,2039.9969896506013,0,0,0,0,0,0,0,0,0
2024-02-01 17:00:00,2054.949,2054.949,2054.2,2054.3,6,52467.45,,,,,,,,,,,,,,2040.2802175783122,0,0,0,0,0,0,0,0,0
2024-02-01 18:00:00,2054.404,2056.26,2053.788,2054.81,8538,51779.65,,,,,,,,,,,,,,2040.567936042108,0,0,0,0,0,0,0,0,0
2024-02-01 19:00:00,2054.83,2056.87,2054.2,2054.946,16072,51948.95,,,,,,,,,,,,,,2040.8526501798879,0,0,0,0,0,0,0,0,0
2024-02-01 20:00:00,2054.96,2056.05,2052.5,2054.694,31230,52508.55,,,,,,,,,,,,,,2041.1267363149395,0,0,0,0,0,0,0,0,0
2024-02-01 21:00:00,2054.585,2055.4,2051.5,2053.83,26697,52640.45,,,,,,,,,,,,,,2041.3782860908814,0,0,0,0,0,0,0,0,0
2024-02-01 22:00:00,2053.775,2054.99,2053.2,2054.6,15999,51454.95,,,,,,,,,,,,,,2041.6401022078937,0,0,0,0,0,0,0,0,0
2024-02-01 23:00:00,2054.514,2055.9,2053.6,2055.02,13082,49201.95,,,,,,,,,,,,,,2041.9050506790245,0,0,0,0,0,0,0,0,0
2024-02-02 00:00:00,2055.1,2056.54,2054.0,2055.5,26104,48311.35,,,,,,,,,,,,,,2042.1742575962714,0,0,0,0,0,0,0,0,0
2024-02-02 01:00:00,2055.5,2056.87,2053.6,2055.28,29515,47344.45,,,,,,,,,,,,,,2042.4337772478304,0,0,0,0,0,0,0,0,0
2024-02-02 02:00:00,2055.4,2056.92,2054.3,2055.013,34326,46371.55,59.55820115555882,,,,,,,,,,-17468.787709161625,-5503.468711855987,-5503.468711855987,2042.6828707676755,0,0,0,0,0,0,0,0,0
2024-02-02 03:00:00,2055.004,2056.84,2053.2,2053.945,36071,45293.4,58.97868075801762,,,,,,,,,,-27673.9072116949,-5505.087483916159,-5505.087483916159,2042.9058832277215,0,0,0,0,0,0,0,0,0
2024-02-02 04:00:00,2054.0,2054.97,2052.2,2052.98,36070,42331.35,57.58162700608746,,,,,,,,,,-30119.612885104914,-5508.989868698087,-5508.989868698087,2043.1053706885587,0,0,0,0,0,0,0,0,0
2024-02-02 05:00:00,2052.99,2055.65,2052.6,2054.605,31022,39053.25,57.24207179315537,,,,,,,,,,-36794.42671968298,-5509.9383469465,-5509.9383469465,2043.3330861204684,0,0,0,0,0,0,0,0,0
2024-02-02 06:00:00,2054.624,2056.14,2053.2,2056.005,28627,34867.2,58.232916870890506,,,,,,,,,,-36776.145445186026,-5507.170623265676,-5507.170623265676,2043.5840151081818,0,0,0,0,0,0,0,0,0
2024-02-02 07:00:00,2056.033,2056.29,2053.4,2055.135,29286,30881.25,58.48169921893157,,,,,,,,,,-36771.55536496387,-5506.4757005057845,-5506.4757005057845,2043.812747482277,0,0,0,0,0,0,0,0,0
2024-02-02 08:00:00,2055.173,2057.62,2029.4,2031.704,120452,32544.95,47.87754071648779,,,,,,,,,,-7021.6954616708945,-5473.818948297023,-5473.818948297023,2043.57297030441,0,0,0,0,0,0,0,0,0
2024-02-02 09:00:00,2031.7,2036.09,2027.6,2035.35,117405,34666.9,48.836074190883785,,,,,,,,,,-6591.485429077672,-5207.273488971358,-5207.273488971358,2043.4101392092732,0,0,0,0,0,0,0,0,0
2024-02-02 10:00:00,2035.37,2035.64,2028.398,2035.04,92673,36998.7,47.34999999999996,,,,,,,,,,-6596.435709526986,-5211.184210526316,-5211.184210526316,2043.2443938783965,0,0,0,0,0,0,0,0,0
2024-02-02 11:00:00,2034.953,2037.56,2032.7,2036.223,61967,38509.55,43.686596513168084,,,,,,,,,,-6608.638919010103,-5220.824746017978,-5220.824746017978,2043.105356375854,0,0,0,0,0,0,0,0,0
2024-02-02 12:00:00,2036.28,2037.03,2033.6,2035.26,41350,39824.6,43.02226308530887,20.157894736842323,,2045.8283833333335,,,,,,,-6610.851888456669,-5222.572991880766,-5222.572991880766,2042.950002784253,0,0,0,0,0,0,0,0,0
2024-02-02 13:00:00,2035.193,2038.78,2034.1,2037.41,39154,41782.0,44.84243749280818,25.815789473684664,,2045.8813,,,,,,,-6604.78868256893,-5217.783059229452,-5217.783059229452,2042.8402997588223,0,0,0,0,0,0,0,0,0
2024-02-02 14:00:00,2037.353,2038.56,2036.0,2038.075,28829,42796.55,45.27180462531045,27.56578947368457,,2045.9068833333333,,,,,,,-6603.358412307431,-5216.653145722867,-5216.653145722867,2042.7459373873605,0,0,0,0,0,0,0,0,0
2024-02-02 15:00:00,2038.12,2038.44,2035.6,2035.945,25319,43258.9,45.697002796948134,21.960526315789544,,2045.8555333333331,,,,,,,-6601.942029323961,-5215.534203165926,-5215.534203165926,2042.611265359888,0,0,0,0,0,0,0,0,0
2024-02-02 16:00:00,2036.06,2039.78,2035.9,2039.275,11905,42292.65,47.745749582093204,30.723684210526798,,2045.8734499999998,,,,,,,-6595.117423110952,-5210.14276425765,-5210.14276425765,2042.5452006992962,0,0,0,0,0,0,0,0,0
2024-02-04 17:00:00,2039.43,2039.43,2039.43,2039.43,1,40957.85,52.05948337781876,31.131578947368826,,2045.9161166666668,,,,,,,-6580.747890147177,-5676.840565006239,-5676.840565006239,2042.4835135567357,0,0,0,0,0,0,0,0,0
2024-02-04 18:00:00,2040.033,2042.22,2038.49,2039.32,20799,41197.85,50.09902266928266,30.842105263157965,,2045.9505666666666,,,,,,,-6587.27840549873,-6358.524042864061,-6358.524042864061,2042.4208697239292,0,0,0,0,0,0,0,0,0
2024-02-04 19:00:00,2039.195,2039.84,2033.3,2035.62,40399,42563.7,48.66673825119008,21.105263157894687,,2045.9034000000001,,,,,,,-6592.049506158598,-6484.053937578018,-6484.053937578018,2042.2861990363265,0,0,0,0,0,0,0,0,0
2024-02-04 20:00:00,2035.612,2038.26,2034.1,2037.955,36866,43101.8,49.11974173178059,27.250000000000046,,2045.83715,,,,,,,-6590.540500560362,-6590.540500560362,-6590.540500560362,2042.2004327187756,0,0,0,0,0,0,0,0,0
2024-02-04 21:00:00,2037.955,2038.79,2032.6,2033.53,32082,43230.15,46.93420126067013,15.605263157894905,,2045.5364833333335,,,,,,,-6597.820781943142,-6597.820781943142,-6597.820781943142,2042.02874098177,0,0,0,0,0,0,0,0,0
2024-02-04 22:00:00,2033.443,2034.48,2030.0,2032.203,31261,43076.9,46.119438658790536,12.113157894737014,,2045.2022,,,,,,,-6600.534847905432,-6600.534847905432,-6600.534847905432,2041.8341718534182,0,0,0,0,0,0,0,0,0
2024-02-04 23:00:00,2032.145,2033.35,2031.1,2031.9,16058,42076.25,43.25883910678501,11.31578947368469,,2044.9012000000002,,,,,,,-13572.784958229815,-6610.063827092658,-6610.063827092658,2041.637455579093,0,0,0,0,0,0,0,0,0
2024-02-05 00:00:00,2031.873,2032.004,2028.6,2029.713,30804,41812.95,42.71994769671158,5.560526315789622,,2044.5695833333334,,,,,,,-14366.068964717635,-6611.8589350542625,-6611.8589350542625,2041.4013277458437,0,0,0,0,0,0,0,0,0
2024-02-05 01:00:00,2029.712,2031.25,2026.54,2030.87,29875,41755.6,43.640370207139654,11.085509472606075,,2044.311666666667,,,,,,,-12646.043557352374,-6379.985938844482,-6379.985938844482,2041.1927866023616,0,0,0,0,0,0,0,0,0
2024-02-05 02:00:00,2030.806,2031.48,2026.654,2027.53,42698,42459.15,42.66264541146056,2.534562211981594,,2044.0237666666667,,,,,,,-12652.279047120735,-6383.131771520412,-6383.131771520412,2040.922236372612,0,0,0,0,0,0,0,0,0
2024-02-05 03:00:00,2027.513,2027.7,2021.0,2023.43,60918,44040.75,41.531750692056065,5.448430493273696,,2043.8345166666666,,,,,,,-9328.314087219329,-5405.429408268568,-5405.429408268568,2040.5758554543422,0,0,0,0,0,0,0,0,0
2024-02-05 04:00:00,2023.406,2024.23,2020.2,2022.593,47611,40398.7,41.496592937784435,5.2709251101322385,,2043.5593166666667,,,,,,,-8985.937361772103,-5287.82310812994,-5287.82310812994,2040.2197593067315,0,0,0,0,0,0,0,0,0
2024-02-05 05:00:00,2022.624,2025.27,2021.9,2024.46,37757,36416.3,42.72018226568213,9.383259911894282,,2043.3236499999998,,,,,,,-8980.38064366176,-5284.553227510225,-5284.553227510225,2039.907684865014,0,0,0,0,0,0,0,0,0
2024-02-05 06:00:00,2024.43,2028.38,2023.7,2027.593,35279,33546.6,44.51976478275077,16.284140969163108,,2043.1178666666667,,,,,,,-8972.208152666897,-5279.744081286097,-5279.744081286097,2039.663829719172,0,0,0,0,0,0,0,0,0
2024-02-05 07:00:00,2027.59,2028.08,2022.5,2022.74,41535,32525.0,46.15853606903028,5.594713656387602,,2042.8190333333332,,,,,,,-8964.765957906318,-5275.36468180379,-5275.36468180379,2039.3287043781984,0,0,0,0,0,0,0,0,0
2024-02-05 08:00:00,2022.73,2022.73,2014.6,2015.915,80417,34478.35,42.918757651179156,2.578431372549127,,2042.3960333333334,,,,,,,-7138.599718858842,-4583.173506157186,-4583.173506157186,2038.865066667739,0,0,0,0,0,0,0,0,0
2024-02-05 09:00:00,2015.865,2023.72,2014.5,2023.36,85919,36816.6,45.836666871807466,17.338551859099642,,2042.0025333333333,,,,,,,-7768.9950005059145,-4565.545763284317,-4565.545763284317,2038.5580356446155,0,0,0,0,0,0,0,0,0
2024-02-05 10:00:00,2023.469,2023.66,2015.2,2017.8,102933,40521.8,41.441455330301324,6.45792563600775,,2041.5293166666665,,,,,,,-8122.925255947722,-4575.738739957569,-4575.738739957569,2038.146985433831,0,0,0,0,0,0,0,0,0
2024-02-05 11:00:00,2017.675,2022.5,2017.4,2022.2,61405,42326.1,40.68336560684612,15.068493150685047,,2041.1443166666666,,,,,,,-8126.0462511039805,-4577.496833008254,-4577.496833008254,2037.8312035440522,0,0,0,0,0,0,0,0,0
2024-02-05 12:00:00,2022.23,2026.43,2021.1,2025.586,46258,44043.75,39.545765625248606,21.69471624266151,,2040.8280833333333,,,,,,,-9884.65582770145,-4580.135051889509,-4580.135051889509,2037.5887242659521,0,0,0,0,0,0,0,0,0
2024-02-05 13:00:00,2025.595,2027.06,2024.9,2025.9,37915,45939.45,35.93307245985686,22.309197651663624,,2040.5327499999999,,,,,,,-10496.37627342256,-4588.513282792551,-4588.513282792551,2037.3572643794976,0,0,0,0,0,0,0,0,0
2024-02-05 14:00:00,2025.893,2027.51,2024.8,2025.99,33155,46557.25,37.50702740688671,22.485322896281858,,2040.2511833333333,,,,,,,-11294.52109571026,-7132.009280638929,-7132.009280638929,2037.1321700353492,0,0,0,0,0,0,0,0,0
2024-02-05 15:00:00,2025.97,2026.4,2023.6,2024.895,31162,46095.4,36.42172523961657,20.34246575342466,,2039.9666,,,,,,,-11649.459804242528,-7135.924512122589,-7135.924512122589,2036.8898498366293,0,0,0,0,0,0,0,0,0
2024-02-05 16:00:00,2024.95,2025.193,2023.7,2025.005,7924,44648.3,36.819920311654215,20.557729941291836,,2039.6997999999999,,,,,,,-11647.114721368338,-7134.488021963722,-7134.488021963722,2036.6545062755079,0,0,0,0,0,0,0,0,0
2024-02-05 17:00:00,2024.77,2024.77,2024.3,2024.3,4,43044.4,36.1489756591392,19.178082191780767,,2039.5745833333333,,,,,,,-14253.249454905224,-7136.9084572181055,-7136.9084572181055,2036.409862586884,0,0,0,0,0,0,0,0,0
2024-02-05 18:00:00,2024.573,2025.49,2023.2,2025.09,9620,41962.35,36.90295156026284,20.724070450097724,,2039.43635,,,,,,,-14247.817351871194,-7134.188486434831,-7134.188486434831,2036.185706892094,0,0,0,0,0,0,0,0,0
2024-02-05 19:00:00,2025.08,2027.62,2024.6,2026.91,13381,41828.5,37.98937065880868,24.285714285714487,,2039.3151166666664,,,,,,,-14239.990124936427,-7130.269225617566,-7130.269225617566,2036.0020295278941,0,0,0,0,0,0,0,0,0
2024-02-05 20:00:00,2026.793,2028.64,2026.1,2027.22,28780,41727.3,37.8804118639304,24.892367906066635,,2039.1020166666667,,,,,,,-13978.922122602939,-7130.662294863158,-7130.662294863158,2035.8281279530843,0,0,0,0,0,0,0,0,0
2024-02-05 21:00:00,2027.08,2027.38,2024.4,2025.952,20992,41283.15,37.38908799888665,22.410958904109627,,2038.7668166666667,,,,,,,-13982.396831690943,-7132.434747478757,-7132.434747478757,2035.6325610629242,0,0,0,0,0,0,0,0,0
2024-02-05 22:00:00,2025.966,2026.42,2023.1,2023.91,22829,40289.7,36.81582238363641,18.414872798434633,,2038.3009833333335,,,,,,,-13986.451043962867,-7134.50280525383,-7134.50280525383,2035.400431140886,0,0,0,0,0,0,0,0,0
2024-02-05 23:00:00,2023.853,2026.43,2023.1,2026.236,18066,38147.1,38.32820113697903,24.501043841336287,,2037.7505833333335,,,,,,,-13975.75529606087,-7129.046893445235,-7129.046893445235,2035.218957256908,0,0,0,0,0,0,0,0,0
2024-02-06 00:00:00,2026.236,2029.85,2025.5,2029.55,27298,37131.45,39.62750099377243,34.04977375565615,,2037.33585,,,,,,,-13485.136511988028,-7793.498417546306,-7793.498417546306,2035.1067006775631,0,0,0,0,0,0,0,0,0
2024-02-06 01:00:00,2029.46,2029.69,2025.7,2026.593,25080,36497.6,38.47139647494918,27.723521320495426,,2036.8499000000002,,,,,,,-15895.008863655261,-8135.152752264527,-8135.152752264527,2034.938112545334,0,0,0,0,0,0,0,0,0
2024-02-06 02:00:00,2026.593,2029.01,2025.7,2026.253,29330,36200.15,38.125360335853344,27.256493506493413,,2036.375616666667,,,,,,,-22662.56731044739,-8136.577355554341,-8136.577355554341,2034.7661301186938,0,0,0,0,0,0,0,0,0
2024-02-06 03:00:00,2026.253,2026.71,2023.0,2023.85,29030,35574.9,37.461302779816776,21.6836734693876,,2035.8482,,,,,,,-28985.96638277678,-9895.088574675583,-9895.088574675583,2034.5499691262444,0,0,0,0,0,0,0,0,0
2024-02-06 04:00:00,2023.773,2025.38,2022.7,2023.61,28601,32984.1,37.46937472566941,21.12708719851559,,2035.3326166666666,,,,,,,-27765.46329055061,-10488.22612877634,-10488.22612877634,2034.3333360742395,0,0,0,0,0,0,0,0,0
2024-02-06 05:00:00,2023.553,2026.27,2023.0,2023.92,25272,29951.75,37.946317454455,21.846011131725643,,2034.826283333333,,,,,,,-27758.79276287528,-11292.011440502489,-11292.011440502489,2034.127131399502,0,0,0,0,0,0,0,0,0
2024-02-06 06:00:00,2023.785,2027.54,2022.5,2026.693,27687,26189.45,39.59795813382933,28.276901669758846,,2034.3576666666665,,,,,,,-26978.259073009456,-11630.754074594633,-11630.754074594633,2033.9799208767397,0,0,0,0,0,0,0,0,0
2024-02-06 07:00:00,2026.686,2027.94,2024.1,2027.686,38117,25025.05,39.29432164361335,30.579777365491545,,2033.9033333333332,,,,,,,-26982.390181719882,-11632.542275361511,-11632.542275361511,2033.8552887801704,0,0,0,0,0,0,0,0,0
2024-02-06 08:00:00,2027.712,2030.92,2025.9,2029.186,70692,26246.75,39.34256852880631,34.058441558441466,,2033.4782,,,,,,,-23552.938616047224,-12028.973395074208,-12028.973395074208,2033.7628276162066,0,0,0,0,0,0,0,0,0
2024-02-06 09:00:00,2029.23,2032.99,2026.6,2030.583,77479,28224.95,40.28413138108429,37.29823747680919,,2033.0907499999998,,,,,,,-18896.24278950347,-10677.20859177347,-10677.20859177347,2033.6998607327173,0,0,0,0,0,0,0,0,0
2024-02-06 10:00:00,2030.572,2038.3,2029.485,2036.32,94936,31314.0,52.12413488440582,50.6029684601113,,2032.7860833333334,,,,,,,-12470.733323516455,-8245.276744183186,-8245.276744183186,2033.7517446786042,0,0,1,0,0,0,0,0,0
2024-02-06 11:00:00,2036.32,2038.86,2034.7,2036.45,61609,32836.35,50.523112041088126,50.90445269016721,,2032.4765833333333,,,,,,,-12053.648459406626,-8062.302495726273,-8062.302495726273,2033.8051754770477,0,0,1,0,0,0,0,0,0
2024-02-06 12:00:00,2036.546,2038.45,2032.005,2037.14,56116,35245.95,50.995072024260864,52.50463821892429,,2032.1705833333333,,,,,,,-12050.763618433686,-8060.365057371705,-8060.365057371705,2033.8712116062152,0,0,1,0,0,0,0,0,0
2024-02-06 13:00:00,2037.023,2038.34,2033.5,2036.59,50333,37762.4,50.17495018448423,51.22912801484224,,2031.8590833333333,,,,,,,-12055.776588114473,-8063.73173159082,-8063.73173159082,2033.9250490001514,0,0,1,0,0,0,0,0,0
2024-02-06 14:00:00,2036.58,2036.9,2034.6,2035.97,36639,39113.35,50.33956994184269,49.7912801484232,,2031.5417,,,,,,,-12054.770354878787,-8063.055952619726,-8063.055952619726,2033.9655430793562,0,0,1,0,0,0,0,0,0
2024-02-06 15:00:00,2035.98,2036.99,2034.8,2035.673,25281,39708.35,49.15425889318438,49.10250463821905,,2031.2371666666668,,,,,,,-12062.015532437823,-8309.576251508148,-8309.576251508148,2033.9993541074878,0,0,1,0,0,0,0,0,0
2024-02-06 16:00:00,2035.71,2036.15,2034.6,2035.365,7415,38640.1,48.67590439150232,48.38821892393335,,2030.9435833333332,,,,,,,-12064.939459709716,-9173.924024270807,-9173.924024270807,2034.0263966004088,0,0,1,0,0,0,0,0,0
2024-02-06 17:00:00,2035.75,2035.75,2035.4,2035.6,5,37590.75,49.828253965093225,48.933209647495275,,2030.6268333333333,,,,,,,-12057.895758159651,-11099.503074520877,-11099.503074520877,2034.0575570637668,0,0,1,0,0,0,0,0,0
2024-02-06 18:00:00,2035.704,2036.31,2034.0,2035.166,8224,36860.5,47.89374942333118,47.92671614100183,,2030.2795166666667,,,,,,,-12069.720358048171,-12069.720358048171,-12069.720358048171,2034.0795064288407,0,0,1,0,0,0,0,0,0
2024-02-06 19:00:00,2035.166,2036.15,2034.0,2034.993,13215,36617.95,47.726038068490425,47.52551020408161,,2029.9438166666666,,,,,,,-12070.745488578983,-12070.745488578983,-12070.745488578983,2034.0975954104476,0,0,1,0,0,0,0,0,0
2024-02-06 20:00:00,2034.993,2035.81,2033.8,2035.07,24504,36478.25,47.82113854482816,74.2063492063489,,2029.9999166666666,,,,,,,-12070.164189823863,-12070.164189823863,-12070.164189823863,2034.1168509468744,0,0,0,0,0,0,0,0,0
2024-02-06 21:00:00,2034.973,2035.58,2033.6,2034.37,18975,36173.0,49.3388202437373,71.68109668109621,,2029.9835833333334,,,,,,,-13379.14078425653,-12060.887406823196,-12060.887406823196,2034.1218637994114,0,0,0,0,0,0,0,0,0
2024-02-06 22:00:00,2034.35,2035.47,2033.7,2034.45,14720,35442.5,48.100744529819195,71.96969696969705,,2029.97375,,,,,,,-15260.796724307176,-12068.45510678602,-12068.45510678602,2034.1283615459577,0,0,0,0,0,0,0,0,0
2024-02-06 23:00:00,2034.373,2035.42,2033.7,2035.195,8483,34415.15,50.93969049473432,74.65728715728686,,2029.9566166666666,,,,,,,-16114.684416845572,-12051.102136340329,-12051.102136340329,2034.1494830995032,0,0,0,0,0,0,0,0,0
2024-02-07 00:00:00,2035.194,2035.47,2032.9,2033.315,16302,33800.2,50.62369595943738,67.8751803751805,,2029.9242,,,,,,,-21107.853909766,-12053.033643279796,-12053.033643279796,2034.1329586816912,0,0,0,0,0,0,0,0,0
2024-02-07 01:00:00,2033.32,2034.29,2032.0,2033.395,20518,33562.5,50.84061491402668,68.16378066378053,,2029.8572833333335,,,,,,,-28879.874418163297,-12051.707732799421,-12051.707732799421,2034.1183456384895,0,0,0,0,0,0,0,0,0
2024-02-07 02:00:00,2033.493,2036.16,2032.9,2035.105,31489,33752.6,53.04818759469057,74.33261183261183,,2029.8077833333332,,,,,,,-30681.42344814412,-12038.214012257467,-12038.214012257467,2034.1378833486185,0,0,0,0,0,0,0,0,0
2024-02-07 03:00:00,2035.105,2035.28,2030.8,2032.806,39957,33844.6,51.08050185292681,66.03896103896112,,2029.7554666666665,,,,,,,-26256.226765876432,-12050.241431216902,-12050.241431216902,2034.111509420923,0,0,0,0,0,0,0,0,0
2024-02-07 04:00:00,2032.87,2034.95,2031.9,2034.33,35296,32074.8,53.87367269744334,71.5367965367962,,2029.67305,,,,,,,-31937.42047338513,-12033.168259795651,-12033.168259795651,2034.1158359670433,0,0,0,0,0,0,0,0,0
2024-02-07 05:00:00,2034.36,2034.37,2032.2,2033.24,31182,29759.95,55.78679125079629,67.60461760461757,,2029.5698833333333,,,,,,,-31906.513873169406,-12021.474381107675,-12021.474381107675,2034.0984926805672,0,0,0,0,0,0,0,0,0
2024-02-07 06:00:00,2033.16,2035.753,2032.3,2034.13,32948,26660.55,56.80127335966515,77.46645619573864,,2029.4833833333334,,,,,,,-35825.74821488817,-12015.273390222168,-12015.273390222168,2034.0991165878827,0,0,0,0,0,0,0,0,0
